Nivå,Geografisk enhet,Kjønn,Alder,Beh personer i mnd,Prosent av befolkningen,Dato
Landet,Landet,Kvinner,Under 30 år,22131,5.51,2022-01-01
Landet,Landet,Begge kjønn,Under 30 år,44251,5.35,2022-01-01
Landet,Landet,Kvinner,Under 30 år,22199,5.53,2022-02-01
Landet,Landet,Begge kjønn,Under 30 år,44381,5.36,2022-02-01
Landet,Landet,Menn,Under 30 år,22182,5.21,2022-02-01
Landet,Landet,Menn,Under 30 år,22387,5.26,2022-03-01
Landet,Landet,Kvinner,Under 30 år,22216,5.53,2022-03-01
Landet,Landet,Begge kjønn,Under 30 år,44603,5.39,2022-03-01
Landet,Landet,Menn,Under 30 år,22343,5.25,2022-04-01
Landet,Landet,Begge kjønn,Under 30 år,44560,5.39,2022-04-01
Landet,Landet,Kvinner,Under 30 år,22217,5.53,2022-04-01
Landet,Landet,Begge kjønn,Under 30 år,44726,5.41,2022-05-01
Landet,Landet,Kvinner,Under 30 år,22342,5.56,2022-05-01
Landet,Landet,Menn,Under 30 år,22384,5.26,2022-05-01
Landet,Landet,Kvinner,Under 30 år,22477,5.59,2022-06-01
Landet,Landet,Begge kjønn,Under 30 år,44990,5.44,2022-06-01
Landet,Landet,Menn,Under 30 år,22513,5.30,2022-06-01
Landet,Landet,Kvinner,Under 30 år,22516,5.60,2022-07-01
Landet,Landet,Begge kjønn,Under 30 år,44956,5.44,2022-07-01
Landet,Landet,Menn,Under 30 år,22440,5.28,2022-07-01
Landet,Landet,Menn,Under 30 år,22235,5.23,2022-08-01
Landet,Landet,Kvinner,Under 30 år,22394,5.56,2022-08-01
Landet,Landet,Begge kjønn,Under 30 år,44629,5.39,2022-08-01
Landet,Landet,Begge kjønn,Under 30 år,44451,5.36,2022-09-01
Landet,Landet,Kvinner,Under 30 år,22369,5.55,2022-09-01
Landet,Landet,Menn,Under 30 år,22082,5.18,2022-09-01
Landet,Landet,Begge kjønn,Under 30 år,44445,5.35,2022-10-01
Landet,Landet,Kvinner,Under 30 år,22401,5.55,2022-10-01
Landet,Landet,Menn,Under 30 år,22044,5.17,2022-10-01
Landet,Landet,Kvinner,Under 30 år,22574,5.59,2022-11-01
Landet,Landet,Menn,Under 30 år,22202,5.20,2022-11-01
Landet,Landet,Begge kjønn,Under 30 år,44776,5.39,2022-11-01
Landet,Landet,Kvinner,Under 30 år,22722,5.62,2022-12-01
Landet,Landet,Menn,Under 30 år,22237,5.21,2022-12-01
Landet,Landet,Begge kjønn,Under 30 år,44959,5.41,2022-12-01
Landet,Landet,Menn,Under 30 år,22305,5.23,2023-01-01
Landet,Landet,Begge kjønn,Under 30 år,45143,5.43,2023-01-01
Landet,Landet,Kvinner,Under 30 år,22838,5.65,2023-01-01
Landet,Landet,Begge kjønn,Under 30 år,45502,5.48,2023-02-01
Landet,Landet,Kvinner,Under 30 år,23059,5.71,2023-02-01
Landet,Landet,Menn,Under 30 år,22443,5.26,2023-02-01
Landet,Landet,Menn,Under 30 år,22614,5.30,2023-03-01
Landet,Landet,Begge kjønn,Under 30 år,45777,5.51,2023-03-01
Landet,Landet,Kvinner,Under 30 år,23163,5.73,2023-03-01
Landet,Landet,Menn,Under 30 år,22671,5.32,2023-04-01
Landet,Landet,Kvinner,Under 30 år,23254,5.76,2023-04-01
Landet,Landet,Begge kjønn,Under 30 år,45925,5.53,2023-04-01
Landet,Landet,Menn,Under 30 år,22858,5.36,2023-05-01
Landet,Landet,Kvinner,Under 30 år,23404,5.79,2023-05-01
Landet,Landet,Begge kjønn,Under 30 år,46262,5.57,2023-05-01
Landet,Landet,Menn,Under 30 år,23090,5.41,2023-06-01
Landet,Landet,Kvinner,Under 30 år,23699,5.87,2023-06-01
Landet,Landet,Begge kjønn,Under 30 år,46789,5.63,2023-06-01
Landet,Landet,Begge kjønn,Under 30 år,47056,5.66,2023-07-01
Landet,Landet,Menn,Under 30 år,23182,5.43,2023-07-01
Landet,Landet,Kvinner,Under 30 år,23874,5.91,2023-07-01
Landet,Landet,Kvinner,Under 30 år,23866,5.90,2023-08-01
Landet,Landet,Menn,Under 30 år,23075,5.41,2023-08-01
Landet,Landet,Begge kjønn,Under 30 år,46941,5.64,2023-08-01
Landet,Landet,Begge kjønn,Under 30 år,46881,5.63,2023-09-01
Landet,Landet,Menn,Under 30 år,22976,5.38,2023-09-01
Landet,Landet,Kvinner,Under 30 år,23905,5.90,2023-09-01
Landet,Landet,Kvinner,Under 30 år,24205,5.96,2023-10-01
Landet,Landet,Begge kjønn,Under 30 år,47380,5.68,2023-10-01
Landet,Landet,Menn,Under 30 år,23175,5.42,2023-10-01
Landet,Landet,Begge kjønn,Under 30 år,47747,5.72,2023-11-01
Landet,Landet,Kvinner,Under 30 år,24380,5.99,2023-11-01
Landet,Landet,Menn,Under 30 år,23367,5.45,2023-11-01
Landet,Landet,Menn,Under 30 år,23575,5.50,2023-12-01
Landet,Landet,Kvinner,Under 30 år,24489,6.02,2023-12-01
Landet,Landet,Begge kjønn,Under 30 år,48064,5.76,2023-12-01
Landet,Landet,Begge kjønn,Under 30 år,48432,5.80,2024-01-01
Landet,Landet,Menn,Under 30 år,23715,5.53,2024-01-01
Landet,Landet,Kvinner,Under 30 år,24717,6.08,2024-01-01
Landet,Landet,Begge kjønn,Under 30 år,48932,5.85,2024-02-01
Landet,Landet,Menn,Under 30 år,23958,5.59,2024-02-01
Landet,Landet,Kvinner,Under 30 år,24974,6.13,2024-02-01
Landet,Landet,Menn,Under 30 år,24151,5.63,2024-03-01
Landet,Landet,Begge kjønn,Under 30 år,49354,5.90,2024-03-01
Landet,Landet,Kvinner,Under 30 år,25203,6.19,2024-03-01
Landet,Landet,Menn,Under 30 år,24347,5.68,2024-04-01
Landet,Landet,Kvinner,Under 30 år,25365,6.23,2024-04-01
Landet,Landet,Begge kjønn,Under 30 år,49712,5.95,2024-04-01
Landet,Landet,Menn,Under 30 år,24464,5.70,2024-05-01
Landet,Landet,Begge kjønn,Under 30 år,49859,5.97,2024-05-01
Landet,Landet,Kvinner,Under 30 år,25395,6.24,2024-05-01
Landet,Landet,Kvinner,Under 30 år,25615,6.30,2024-06-01
Landet,Landet,Begge kjønn,Under 30 år,50308,6.02,2024-06-01
Landet,Landet,Menn,Under 30 år,24693,5.76,2024-06-01
Landet,Landet,Kvinner,Under 30 år,25736,6.33,2024-07-01
Landet,Landet,Menn,Under 30 år,24798,5.78,2024-07-01
Landet,Landet,Begge kjønn,Under 30 år,50534,6.05,2024-07-01
Landet,Landet,Begge kjønn,Under 30 år,50301,6.01,2024-08-01
Landet,Landet,Kvinner,Under 30 år,25592,6.28,2024-08-01
Landet,Landet,Menn,Under 30 år,24709,5.75,2024-08-01
Landet,Landet,Begge kjønn,Under 30 år,50175,5.99,2024-09-01
Landet,Landet,Menn,Under 30 år,24595,5.72,2024-09-01
Landet,Landet,Kvinner,Under 30 år,25580,6.28,2024-09-01
Landet,Landet,Menn,Under 30 år,24759,5.75,2024-10-01
Landet,Landet,Kvinner,Under 30 år,25793,6.32,2024-10-01
Landet,Landet,Begge kjønn,Under 30 år,50552,6.03,2024-10-01
Landet,Landet,Kvinner,Under 30 år,26009,6.37,2024-11-01
Landet,Landet,Begge kjønn,Under 30 år,50900,6.07,2024-11-01
Landet,Landet,Menn,Under 30 år,24891,5.78,2024-11-01
Landet,Landet,Begge kjønn,Under 30 år,51201,6.11,2024-12-01
Landet,Landet,Kvinner,Under 30 år,26179,6.42,2024-12-01
Landet,Landet,Menn,Under 30 år,25022,5.81,2024-12-01
Landet,Landet,Menn,Under 30 år,25065,5.82,2025-01-01
Landet,Landet,Kvinner,Under 30 år,26283,6.45,2025-01-01
Landet,Landet,Begge kjønn,Under 30 år,51348,6.13,2025-01-01
Landet,Landet,Kvinner,18 - 66 år,121284,7.80,2011-01-01
Landet,Landet,Begge kjønn,18 - 66 år,216779,6.83,2011-01-01
Landet,Landet,Menn,18 - 66 år,95495,5.90,2011-01-01
Landet,Landet,Menn,18 - 66 år,95750,5.91,2011-02-01
Landet,Landet,Kvinner,18 - 66 år,121587,7.81,2011-02-01
Landet,Landet,Begge kjønn,18 - 66 år,217337,6.84,2011-02-01
Landet,Landet,Menn,18 - 66 år,96037,5.92,2011-03-01
Landet,Landet,Kvinner,18 - 66 år,121969,7.83,2011-03-01
Landet,Landet,Begge kjønn,18 - 66 år,218006,6.86,2011-03-01
Landet,Landet,Menn,18 - 66 år,96175,5.92,2011-04-01
Landet,Landet,Begge kjønn,18 - 66 år,218248,6.86,2011-04-01
Landet,Landet,Kvinner,18 - 66 år,122073,7.83,2011-04-01
Landet,Landet,Kvinner,18 - 66 år,122080,7.82,2011-05-01
Landet,Landet,Menn,18 - 66 år,96189,5.91,2011-05-01
Landet,Landet,Begge kjønn,18 - 66 år,218269,6.85,2011-05-01
Landet,Landet,Kvinner,18 - 66 år,121766,7.80,2011-06-01
Landet,Landet,Menn,18 - 66 år,95773,5.88,2011-06-01
Landet,Landet,Begge kjønn,18 - 66 år,217539,6.82,2011-06-01
Landet,Landet,Begge kjønn,18 - 66 år,216682,6.78,2011-07-01
Landet,Landet,Kvinner,18 - 66 år,121310,7.76,2011-07-01
Landet,Landet,Menn,18 - 66 år,95372,5.85,2011-07-01
Landet,Landet,Menn,18 - 66 år,94737,5.80,2011-08-01
Landet,Landet,Kvinner,18 - 66 år,120638,7.71,2011-08-01
Landet,Landet,Begge kjønn,18 - 66 år,215375,6.73,2011-08-01
Landet,Landet,Begge kjønn,18 - 66 år,215174,6.71,2011-09-01
Landet,Landet,Kvinner,18 - 66 år,120452,7.68,2011-09-01
Landet,Landet,Menn,18 - 66 år,94722,5.79,2011-09-01
Landet,Landet,Menn,18 - 66 år,94806,5.78,2011-10-01
Landet,Landet,Begge kjønn,18 - 66 år,215458,6.71,2011-10-01
Landet,Landet,Kvinner,18 - 66 år,120652,7.68,2011-10-01
Landet,Landet,Menn,18 - 66 år,94898,5.78,2011-11-01
Landet,Landet,Begge kjønn,18 - 66 år,215783,6.71,2011-11-01
Landet,Landet,Kvinner,18 - 66 år,120885,7.69,2011-11-01
Landet,Landet,Kvinner,18 - 66 år,120586,7.67,2011-12-01
Landet,Landet,Menn,18 - 66 år,94831,5.78,2011-12-01
Landet,Landet,Begge kjønn,18 - 66 år,215417,6.70,2011-12-01
Landet,Landet,Begge kjønn,18 - 66 år,213950,6.65,2012-01-01
Landet,Landet,Kvinner,18 - 66 år,119786,7.62,2012-01-01
Landet,Landet,Menn,18 - 66 år,94164,5.73,2012-01-01
Landet,Landet,Menn,18 - 66 år,93845,5.71,2012-02-01
Landet,Landet,Kvinner,18 - 66 år,119221,7.58,2012-02-01
Landet,Landet,Begge kjønn,18 - 66 år,213066,6.62,2012-02-01
Landet,Landet,Menn,18 - 66 år,93722,5.69,2012-03-01
Landet,Landet,Begge kjønn,18 - 66 år,212812,6.61,2012-03-01
Landet,Landet,Kvinner,18 - 66 år,119090,7.56,2012-03-01
Landet,Landet,Menn,18 - 66 år,93618,5.68,2012-04-01
Landet,Landet,Kvinner,18 - 66 år,118905,7.54,2012-04-01
Landet,Landet,Begge kjønn,18 - 66 år,212523,6.59,2012-04-01
Landet,Landet,Begge kjønn,18 - 66 år,212707,6.59,2012-05-01
Landet,Landet,Kvinner,18 - 66 år,119089,7.55,2012-05-01
Landet,Landet,Menn,18 - 66 år,93618,5.67,2012-05-01
Landet,Landet,Kvinner,18 - 66 år,118875,7.53,2012-06-01
Landet,Landet,Begge kjønn,18 - 66 år,212098,6.56,2012-06-01
Landet,Landet,Menn,18 - 66 år,93223,5.64,2012-06-01
Landet,Landet,Kvinner,18 - 66 år,118689,7.50,2012-07-01
Landet,Landet,Menn,18 - 66 år,93001,5.61,2012-07-01
Landet,Landet,Begge kjønn,18 - 66 år,211690,6.54,2012-07-01
Landet,Landet,Menn,18 - 66 år,92516,5.58,2012-08-01
Landet,Landet,Begge kjønn,18 - 66 år,210592,6.49,2012-08-01
Landet,Landet,Kvinner,18 - 66 år,118076,7.46,2012-08-01
Landet,Landet,Menn,18 - 66 år,92344,5.56,2012-09-01
Landet,Landet,Kvinner,18 - 66 år,117894,7.44,2012-09-01
Landet,Landet,Begge kjønn,18 - 66 år,210238,6.48,2012-09-01
Landet,Landet,Begge kjønn,18 - 66 år,210308,6.47,2012-10-01
Landet,Landet,Kvinner,18 - 66 år,118016,7.44,2012-10-01
Landet,Landet,Menn,18 - 66 år,92292,5.55,2012-10-01
Landet,Landet,Kvinner,18 - 66 år,118453,7.46,2012-11-01
Landet,Landet,Menn,18 - 66 år,92437,5.55,2012-11-01
Landet,Landet,Begge kjønn,18 - 66 år,210890,6.48,2012-11-01
Landet,Landet,Begge kjønn,18 - 66 år,211286,6.49,2012-12-01
Landet,Landet,Menn,18 - 66 år,92556,5.56,2012-12-01
Landet,Landet,Kvinner,18 - 66 år,118730,7.47,2012-12-01
Landet,Landet,Menn,18 - 66 år,92479,5.55,2013-01-01
Landet,Landet,Begge kjønn,18 - 66 år,211190,6.48,2013-01-01
Landet,Landet,Kvinner,18 - 66 år,118711,7.46,2013-01-01
Landet,Landet,Kvinner,18 - 66 år,118862,7.46,2013-02-01
Landet,Landet,Menn,18 - 66 år,92537,5.54,2013-02-01
Landet,Landet,Begge kjønn,18 - 66 år,211399,6.48,2013-02-01
Landet,Landet,Menn,18 - 66 år,92507,5.54,2013-03-01
Landet,Landet,Kvinner,18 - 66 år,118949,7.47,2013-03-01
Landet,Landet,Begge kjønn,18 - 66 år,211456,6.48,2013-03-01
Landet,Landet,Menn,18 - 66 år,92578,5.54,2013-04-01
Landet,Landet,Kvinner,18 - 66 år,119097,7.47,2013-04-01
Landet,Landet,Begge kjønn,18 - 66 år,211675,6.48,2013-04-01
Landet,Landet,Begge kjønn,18 - 66 år,211386,6.47,2013-05-01
Landet,Landet,Menn,18 - 66 år,92475,5.53,2013-05-01
Landet,Landet,Kvinner,18 - 66 år,118911,7.45,2013-05-01
Landet,Landet,Begge kjønn,18 - 66 år,210506,6.44,2013-06-01
Landet,Landet,Menn,18 - 66 år,92119,5.51,2013-06-01
Landet,Landet,Kvinner,18 - 66 år,118387,7.42,2013-06-01
Landet,Landet,Begge kjønn,18 - 66 år,209652,6.41,2013-07-01
Landet,Landet,Menn,18 - 66 år,91744,5.48,2013-07-01
Landet,Landet,Kvinner,18 - 66 år,117908,7.38,2013-07-01
Landet,Landet,Kvinner,18 - 66 år,117265,7.34,2013-08-01
Landet,Landet,Menn,18 - 66 år,91388,5.46,2013-08-01
Landet,Landet,Begge kjønn,18 - 66 år,208653,6.38,2013-08-01
Landet,Landet,Menn,18 - 66 år,91260,5.44,2013-09-01
Landet,Landet,Kvinner,18 - 66 år,117023,7.32,2013-09-01
Landet,Landet,Begge kjønn,18 - 66 år,208283,6.36,2013-09-01
Landet,Landet,Menn,18 - 66 år,91314,5.44,2013-10-01
Landet,Landet,Kvinner,18 - 66 år,117301,7.33,2013-10-01
Landet,Landet,Begge kjønn,18 - 66 år,208615,6.36,2013-10-01
Landet,Landet,Begge kjønn,18 - 66 år,208865,6.36,2013-11-01
Landet,Landet,Kvinner,18 - 66 år,117406,7.32,2013-11-01
Landet,Landet,Menn,18 - 66 år,91459,5.44,2013-11-01
Landet,Landet,Menn,18 - 66 år,91525,5.44,2013-12-01
Landet,Landet,Kvinner,18 - 66 år,117480,7.33,2013-12-01
Landet,Landet,Begge kjønn,18 - 66 år,209005,6.36,2013-12-01
Landet,Landet,Begge kjønn,18 - 66 år,208169,6.33,2014-01-01
Landet,Landet,Menn,18 - 66 år,91184,5.41,2014-01-01
Landet,Landet,Kvinner,18 - 66 år,116985,7.29,2014-01-01
Landet,Landet,Begge kjønn,18 - 66 år,207116,6.29,2014-02-01
Landet,Landet,Menn,18 - 66 år,90743,5.38,2014-02-01
Landet,Landet,Kvinner,18 - 66 år,116373,7.24,2014-02-01
Landet,Landet,Kvinner,18 - 66 år,115830,7.20,2014-03-01
Landet,Landet,Begge kjønn,18 - 66 år,206419,6.26,2014-03-01
Landet,Landet,Menn,18 - 66 år,90589,5.37,2014-03-01
Landet,Landet,Menn,18 - 66 år,90763,5.37,2014-04-01
Landet,Landet,Begge kjønn,18 - 66 år,206706,6.27,2014-04-01
Landet,Landet,Kvinner,18 - 66 år,115943,7.21,2014-04-01
Landet,Landet,Kvinner,18 - 66 år,115800,7.19,2014-05-01
Landet,Landet,Menn,18 - 66 år,91029,5.39,2014-05-01
Landet,Landet,Begge kjønn,18 - 66 år,206829,6.27,2014-05-01
Landet,Landet,Menn,18 - 66 år,90706,5.36,2014-06-01
Landet,Landet,Begge kjønn,18 - 66 år,205451,6.23,2014-06-01
Landet,Landet,Kvinner,18 - 66 år,114745,7.13,2014-06-01
Landet,Landet,Kvinner,18 - 66 år,114529,7.11,2014-07-01
Landet,Landet,Menn,18 - 66 år,90684,5.36,2014-07-01
Landet,Landet,Begge kjønn,18 - 66 år,205213,6.21,2014-07-01
Landet,Landet,Begge kjønn,18 - 66 år,203853,6.16,2014-08-01
Landet,Landet,Menn,18 - 66 år,90192,5.32,2014-08-01
Landet,Landet,Kvinner,18 - 66 år,113661,7.05,2014-08-01
Landet,Landet,Kvinner,18 - 66 år,113186,7.01,2014-09-01
Landet,Landet,Menn,18 - 66 år,90168,5.31,2014-09-01
Landet,Landet,Begge kjønn,18 - 66 år,203354,6.14,2014-09-01
Landet,Landet,Begge kjønn,18 - 66 år,203355,6.13,2014-10-01
Landet,Landet,Menn,18 - 66 år,90318,5.31,2014-10-01
Landet,Landet,Kvinner,18 - 66 år,113037,6.99,2014-10-01
Landet,Landet,Kvinner,18 - 66 år,113321,7.00,2014-11-01
Landet,Landet,Begge kjønn,18 - 66 år,203939,6.14,2014-11-01
Landet,Landet,Menn,18 - 66 år,90618,5.33,2014-11-01
Landet,Landet,Menn,18 - 66 år,90862,5.34,2014-12-01
Landet,Landet,Begge kjønn,18 - 66 år,204490,6.16,2014-12-01
Landet,Landet,Kvinner,18 - 66 år,113628,7.02,2014-12-01
Landet,Landet,Menn,18 - 66 år,90743,5.33,2015-01-01
Landet,Landet,Begge kjønn,18 - 66 år,204322,6.15,2015-01-01
Landet,Landet,Kvinner,18 - 66 år,113579,7.01,2015-01-01
Landet,Landet,Menn,18 - 66 år,91048,5.34,2015-02-01
Landet,Landet,Begge kjønn,18 - 66 år,205132,6.17,2015-02-01
Landet,Landet,Kvinner,18 - 66 år,114084,7.04,2015-02-01
Landet,Landet,Menn,18 - 66 år,91535,5.37,2015-03-01
Landet,Landet,Begge kjønn,18 - 66 år,206001,6.19,2015-03-01
Landet,Landet,Kvinner,18 - 66 år,114466,7.06,2015-03-01
Landet,Landet,Begge kjønn,18 - 66 år,206727,6.21,2015-04-01
Landet,Landet,Menn,18 - 66 år,91850,5.38,2015-04-01
Landet,Landet,Kvinner,18 - 66 år,114877,7.08,2015-04-01
Landet,Landet,Menn,18 - 66 år,91644,5.37,2015-05-01
Landet,Landet,Begge kjønn,18 - 66 år,206242,6.19,2015-05-01
Landet,Landet,Kvinner,18 - 66 år,114598,7.06,2015-05-01
Landet,Landet,Kvinner,18 - 66 år,114103,7.03,2015-06-01
Landet,Landet,Menn,18 - 66 år,91545,5.36,2015-06-01
Landet,Landet,Begge kjønn,18 - 66 år,205648,6.18,2015-06-01
Landet,Landet,Begge kjønn,18 - 66 år,205214,6.16,2015-07-01
Landet,Landet,Menn,18 - 66 år,91326,5.35,2015-07-01
Landet,Landet,Kvinner,18 - 66 år,113888,7.01,2015-07-01
Landet,Landet,Begge kjønn,18 - 66 år,203727,6.11,2015-08-01
Landet,Landet,Menn,18 - 66 år,90740,5.31,2015-08-01
Landet,Landet,Kvinner,18 - 66 år,112987,6.95,2015-08-01
Landet,Landet,Menn,18 - 66 år,90551,5.29,2015-09-01
Landet,Landet,Kvinner,18 - 66 år,112678,6.92,2015-09-01
Landet,Landet,Begge kjønn,18 - 66 år,203229,6.08,2015-09-01
Landet,Landet,Kvinner,18 - 66 år,112253,6.88,2015-10-01
Landet,Landet,Menn,18 - 66 år,90300,5.27,2015-10-01
Landet,Landet,Begge kjønn,18 - 66 år,202553,6.06,2015-10-01
Landet,Landet,Menn,18 - 66 år,90305,5.26,2015-11-01
Landet,Landet,Kvinner,18 - 66 år,112233,6.88,2015-11-01
Landet,Landet,Begge kjønn,18 - 66 år,202538,6.05,2015-11-01
Landet,Landet,Begge kjønn,18 - 66 år,202712,6.06,2015-12-01
Landet,Landet,Kvinner,18 - 66 år,112360,6.89,2015-12-01
Landet,Landet,Menn,18 - 66 år,90352,5.27,2015-12-01
Landet,Landet,Menn,18 - 66 år,90059,5.25,2016-01-01
Landet,Landet,Kvinner,18 - 66 år,111952,6.87,2016-01-01
Landet,Landet,Begge kjønn,18 - 66 år,202011,6.04,2016-01-01
Landet,Landet,Kvinner,18 - 66 år,111914,6.86,2016-02-01
Landet,Landet,Menn,18 - 66 år,90031,5.25,2016-02-01
Landet,Landet,Begge kjønn,18 - 66 år,201945,6.03,2016-02-01
Landet,Landet,Kvinner,18 - 66 år,111714,6.85,2016-03-01
Landet,Landet,Begge kjønn,18 - 66 år,201657,6.02,2016-03-01
Landet,Landet,Menn,18 - 66 år,89943,5.24,2016-03-01
Landet,Landet,Menn,18 - 66 år,89804,5.23,2016-04-01
Landet,Landet,Begge kjønn,18 - 66 år,201132,6.01,2016-04-01
Landet,Landet,Kvinner,18 - 66 år,111328,6.82,2016-04-01
Landet,Landet,Kvinner,18 - 66 år,111042,6.80,2016-05-01
Landet,Landet,Begge kjønn,18 - 66 år,200832,6.00,2016-05-01
Landet,Landet,Menn,18 - 66 år,89790,5.23,2016-05-01
Landet,Landet,Kvinner,18 - 66 år,111053,6.80,2016-06-01
Landet,Landet,Menn,18 - 66 år,89876,5.23,2016-06-01
Landet,Landet,Begge kjønn,18 - 66 år,200929,6.00,2016-06-01
Landet,Landet,Begge kjønn,18 - 66 år,200709,5.99,2016-07-01
Landet,Landet,Menn,18 - 66 år,89776,5.22,2016-07-01
Landet,Landet,Kvinner,18 - 66 år,110933,6.79,2016-07-01
Landet,Landet,Menn,18 - 66 år,89202,5.19,2016-08-01
Landet,Landet,Kvinner,18 - 66 år,110241,6.74,2016-08-01
Landet,Landet,Begge kjønn,18 - 66 år,199443,5.94,2016-08-01
Landet,Landet,Menn,18 - 66 år,89054,5.17,2016-09-01
Landet,Landet,Kvinner,18 - 66 år,110092,6.73,2016-09-01
Landet,Landet,Begge kjønn,18 - 66 år,199146,5.93,2016-09-01
Landet,Landet,Kvinner,18 - 66 år,109943,6.71,2016-10-01
Landet,Landet,Menn,18 - 66 år,89039,5.17,2016-10-01
Landet,Landet,Begge kjønn,18 - 66 år,198982,5.92,2016-10-01
Landet,Landet,Begge kjønn,18 - 66 år,199928,5.95,2016-11-01
Landet,Landet,Menn,18 - 66 år,89444,5.19,2016-11-01
Landet,Landet,Kvinner,18 - 66 år,110484,6.74,2016-11-01
Landet,Landet,Menn,18 - 66 år,89554,5.20,2016-12-01
Landet,Landet,Kvinner,18 - 66 år,110688,6.75,2016-12-01
Landet,Landet,Begge kjønn,18 - 66 år,200242,5.96,2016-12-01
Landet,Landet,Menn,18 - 66 år,89822,5.21,2017-01-01
Landet,Landet,Begge kjønn,18 - 66 år,200756,5.97,2017-01-01
Landet,Landet,Kvinner,18 - 66 år,110934,6.76,2017-01-01
Landet,Landet,Kvinner,18 - 66 år,110904,6.76,2017-02-01
Landet,Landet,Menn,18 - 66 år,89874,5.22,2017-02-01
Landet,Landet,Begge kjønn,18 - 66 år,200778,5.97,2017-02-01
Landet,Landet,Begge kjønn,18 - 66 år,200352,5.95,2017-03-01
Landet,Landet,Kvinner,18 - 66 år,110688,6.74,2017-03-01
Landet,Landet,Menn,18 - 66 år,89664,5.20,2017-03-01
Landet,Landet,Begge kjønn,18 - 66 år,200129,5.94,2017-04-01
Landet,Landet,Kvinner,18 - 66 år,110539,6.73,2017-04-01
Landet,Landet,Menn,18 - 66 år,89590,5.20,2017-04-01
Landet,Landet,Kvinner,18 - 66 år,110567,6.73,2017-05-01
Landet,Landet,Begge kjønn,18 - 66 år,200070,5.94,2017-05-01
Landet,Landet,Menn,18 - 66 år,89503,5.19,2017-05-01
Landet,Landet,Kvinner,18 - 66 år,110365,6.71,2017-06-01
Landet,Landet,Menn,18 - 66 år,89255,5.17,2017-06-01
Landet,Landet,Begge kjønn,18 - 66 år,199620,5.92,2017-06-01
Landet,Landet,Begge kjønn,18 - 66 år,199338,5.91,2017-07-01
Landet,Landet,Menn,18 - 66 år,89093,5.16,2017-07-01
Landet,Landet,Kvinner,18 - 66 år,110245,6.70,2017-07-01
Landet,Landet,Menn,18 - 66 år,88619,5.13,2017-08-01
Landet,Landet,Kvinner,18 - 66 år,109765,6.67,2017-08-01
Landet,Landet,Begge kjønn,18 - 66 år,198384,5.88,2017-08-01
Landet,Landet,Kvinner,18 - 66 år,108813,6.61,2017-09-01
Landet,Landet,Begge kjønn,18 - 66 år,196653,5.82,2017-09-01
Landet,Landet,Menn,18 - 66 år,87840,5.08,2017-09-01
Landet,Landet,Begge kjønn,18 - 66 år,195580,5.79,2017-10-01
Landet,Landet,Menn,18 - 66 år,87213,5.04,2017-10-01
Landet,Landet,Kvinner,18 - 66 år,108367,6.58,2017-10-01
Landet,Landet,Begge kjønn,18 - 66 år,195037,5.77,2017-11-01
Landet,Landet,Kvinner,18 - 66 år,108139,6.56,2017-11-01
Landet,Landet,Menn,18 - 66 år,86898,5.02,2017-11-01
Landet,Landet,Begge kjønn,18 - 66 år,193567,5.73,2017-12-01
Landet,Landet,Menn,18 - 66 år,86306,4.99,2017-12-01
Landet,Landet,Kvinner,18 - 66 år,107261,6.50,2017-12-01
Landet,Landet,Begge kjønn,18 - 66 år,192568,5.69,2018-01-01
Landet,Landet,Menn,18 - 66 år,85869,4.96,2018-01-01
Landet,Landet,Kvinner,18 - 66 år,106699,6.47,2018-01-01
Landet,Landet,Begge kjønn,18 - 66 år,191776,5.67,2018-02-01
Landet,Landet,Menn,18 - 66 år,85622,4.94,2018-02-01
Landet,Landet,Kvinner,18 - 66 år,106154,6.43,2018-02-01
Landet,Landet,Kvinner,18 - 66 år,105448,6.38,2018-03-01
Landet,Landet,Menn,18 - 66 år,85125,4.91,2018-03-01
Landet,Landet,Begge kjønn,18 - 66 år,190573,5.63,2018-03-01
Landet,Landet,Menn,18 - 66 år,84851,4.89,2018-04-01
Landet,Landet,Begge kjønn,18 - 66 år,189911,5.61,2018-04-01
Landet,Landet,Kvinner,18 - 66 år,105060,6.36,2018-04-01
Landet,Landet,Begge kjønn,18 - 66 år,189154,5.58,2018-05-01
Landet,Landet,Menn,18 - 66 år,84663,4.88,2018-05-01
Landet,Landet,Kvinner,18 - 66 år,104491,6.32,2018-05-01
Landet,Landet,Begge kjønn,18 - 66 år,188482,5.56,2018-06-01
Landet,Landet,Kvinner,18 - 66 år,104036,6.29,2018-06-01
Landet,Landet,Menn,18 - 66 år,84446,4.87,2018-06-01
Landet,Landet,Menn,18 - 66 år,84202,4.85,2018-07-01
Landet,Landet,Kvinner,18 - 66 år,103567,6.26,2018-07-01
Landet,Landet,Begge kjønn,18 - 66 år,187769,5.54,2018-07-01
Landet,Landet,Begge kjønn,18 - 66 år,186545,5.50,2018-08-01
